PRO|AIS|เทียมร่วมมิตร|BKK 002|0004|RO|101114||GSM|BKK|MACRO|20070206|20100205|1111006713|0000053160|กรุงเทพมหานคร||12|12|0.00|0.00|1306800.00|36300.00|0.00|0.00|0.00||00000000|09|0000000036300|00|0000000000000|20070206|435600.00|0.00|21780.00|0.00|1306800.00|1306800.00|0.00|1197900.00|0.00|36|03|00
PRO|AIS|สะพานพระนั่งเกล้า|BKK 003|0005|RO|106012||GSM|BKK|MACRO|20070401|20100331|1111007212|0000053160|นนทบุรี||36|00|0.00|0.00|80000.00|2222.22|0.00|0.00|0.00||00000000|00|0000000000000|00|0000000000000|20070401|80000.00|0.00|0.00|0.00|80000.00|80000.00|0.00|77777.70|0.00|36|01|00
PRO|AIS|สะพานพระนั่งเกล้า|BKK 003|0006|RO|106012||GSM|BKK|MACRO|20070401|20100331|1111007212|0000053160|นนทบุรี||12|12|0.00|0.00|198000.00|5500.00|0.00|0.00|0.00||00000000|00|0000000005500|00|0000000000000|20070401|66000.00|0.00|0.00|0.00|198000.00|198000.00|0.00|181500.00|0.00|36|03|00
TRE|AIS|บางใหญ่|BKK 006|0002|RO|106004||GSM|BKK|MACRO|20040601|20070531|1111001887|0000053160|นนทบุรี||00|00|0.00|0.00|621000.00|17250.00|0.00|0.00|0.00||00000000|09|0000000017250|00|0000000000000|20040601|17250.00|0.00|862.50|0.00|621000.00|621000.00|0.00|0.00|0.00|36|36|00
TRE|AIS|บางใหญ่|BKK 006|0003|RO|106004||GSM|BKK|MACRO|20500601|20500831|1111001887|0000053160|นนทบุรี||00|00|0.00|0.00|56400.00|18800.00|0.00|0.00|0.00||00000000|09|0000000018800|00|0000000000000|20500601|18800.00|0.00|940.00|0.00|0.00|0.00|56400.00|0.00|0.00|07|00|00
TRE|AIS|บางใหญ่|BKK 006|0004|RO|106004||GSM|BKK|MACRO|20070601|20070831|1111001887|0000053160|นนทบุรี||00|00|0.00|0.00|56400.00|18800.00|0.00|0.00|0.00||00000000|09|0000000018800|00|0000000000000|20070601|18800.00|0.00|940.00|0.00|56400.00|56400.00|0.00|0.00|0.00|03|03|00
PRO|AIS|ท่าพระ 1|BKK 008|0007|MO|101185||GSM|BKK|MACRO|20070426|20070426|1111005642|0000053160|กรุงเทพมหานคร||00|00|0.00|0.00|40500.00|40500.00|0.00|0.00|0.00||00000000|00|0000000040500|00|0000000000000|20070426|40500.00|0.00|0.00|0.00|40500.00|40500.00|0.00|0.00|0.00|01|01|00
PRO|AIS|ท่าพระ 1|BKK 008|0008|RO|101185||GSM|BKK|MACRO|20070601|20100531|1111005642|0000053160|กรุงเทพมหานคร||00|00|0.00|0.00|1148400.00|31900.00|0.00|0.00|0.00||00000000|09|0000000031900|00|0000000000000|20070601|31900.00|0.00|1595.00|0.00|1148400.00|1148400.00|0.00|0.00|0.00|36|36|00
PRO|AIS|สีกัน 1|BKK 009|0003|RO|101149||GSM|BKK|MACRO|20070601|20100531|1111007840|0000053160|กรุงเทพมหานคร||12|12|0.00|0.00|374472.00|10402.00|0.00|0.00|0.00||00000000|08|0000000010402|00|0000000000000|20070601|124824.00|0.00|6241.20|0.00|374472.00|374472.00|0.00|343266.00|0.00|36|03|00
PRO|AIS|วัดศิริพงษ์|BKK 010|0006|RO|101119||GSM|BKK|MACRO|20070701|20100630|1111008323|0000053160|กรุงเทพมหานคร||12|12|0.00|0.00|1888920.00|52470.00|0.00|0.00|0.00||00000000|00|0000000052470|00|0000000000000|20070701|629640.00|0.00|0.00|0.00|1888920.00|1888920.00|0.00|1731510.00|0.00|36|03|00
