TER|AIS|บ้านไร่ต้นสำโรง|AWWR 001|0001|RO|218262|2009-Cover|GSM|WR|MACRO|20090415|20120414|1111038738|0000054110|นครปฐม||12|12|0.00|0.00|135000.00|3750.00|3947.37|0.00|0.00||00000000|08|0000000003947|00|0000000000000|20090415|47368.42|0.00|2368.42|0.00|0.00|0.00|135000.00|0.00|0.00|01|00|02
PRO|AIS|ท่าพระ 1|BKK 008|0010|HT|101185||GSM|BKK|MACRO|20090421|20090421|1111005642|0000053160|กรุงเทพมหานคร||00|00|0.00|0.00|40500.00|40500.00|42631.58|0.00|0.00||00000000|08|0000000042632|00|0000000000000|20090401|42631.58|0.00|2131.58|0.00|42631.58|42631.58|2131.58|0.00|0.00|01|01|00
PRO|AIS|วัดศิริพงษ์|BKK 010|0009|HT|101119||GSM|BKK|MACRO|20090402|20090402|1111008323|0000053160|กรุงเทพมหานคร|กรุงเทพมหานคร|00|00|0.00|0.00|78705.00|78705.00|78705.00|0.00|0.00||00000000|00|0000000078705|00|0000000000000|20090401|78705.00|0.00|0.00|0.00|78705.00|78705.00|0.00|0.00|0.00|01|01|00
PRO|AIS|เสนานิคม 1(ดาดฟ้า)|BKK 012.1|0009|HT|101144||GSM|BKK|MACRO|20090721|20090721|1111008451|0000053160|กรุงเทพมหานคร|กรุงเทพมหานคร|00|00|0.00|0.00|45178.57|45178.57|45178.57|0.00|0.00||00000000|00|0000000045179|00|0000000000000|20090721|45178.57|0.00|0.00|0.00|45178.57|45178.57|0.00|0.00|0.00|01|01|00
PRO|AIS|เสนานิคม 1(ดาดฟ้า)|BKK 012.1|0010|HT|101144||GSM|BKK|MACRO|20090721|20090721|1111008451|0000053160|กรุงเทพมหานคร|กรุงเทพมหานคร|00|00|0.00|0.00|47708.57|47708.57|47708.57|0.00|0.00||00000000|00|0000000047709|00|0000000000000|20090721|47708.57|0.00|0.00|0.00|47708.57|47708.57|0.00|0.00|0.00|01|01|00
PRO|AIS|ประชาชื่น 1|BKK 019|0013|HT|101112||GSM|BKK|MACRO|20090623|20090623|1111000641|0000053160|กรุงเทพมหานคร||00|00|0.00|0.00|64491.43|64491.43|67885.72|0.00|0.00||00000000|09|0000000067886|00|0000000000000|20090623|67885.72|0.00|3394.29|0.00|67885.72|67885.72|3394.29|0.00|0.00|01|01|00
PRO|AIS|ประเวศ|BKK 024|0009|HT|101117||GSM|BKK|MACRO|20090520|20090520|1111002596|0000053160|กรุงเทพมหานคร|กรุงเทพมหานคร|00|00|0.00|0.00|23657.66|23657.66|23657.66|0.00|0.00||00000000|00|0000000023658|00|0000000000000|20090520|23657.66|0.00|0.00|0.00|23657.66|23657.66|0.00|0.00|0.00|01|01|00
PRO|AIS|รัชโยธิน 1|BKK 029|0008|HT|101130||GSM|BKK|MACRO|20090519|20090519|1111005645|0000053160|กรุงเทพมหานคร||00|00|0.00|0.00|27772.50|27772.50|27772.50|0.00|0.00||00000000|09|0000000027773|00|0000000000000|20090519|27772.50|0.00|1388.63|0.00|27772.50|27772.50|0.00|0.00|0.00|01|01|00
PRO|AIS|ซอยแย้มสรวล|BKK 031|0012|HT|101172||GSM|BKK|MACRO|20090608|20090608|1111034497|0000053160|กรุงเทพมหานคร||00|00|0.00|0.00|33000.00|33000.00|34736.84|0.00|0.00||00000000|08|0000000034737|00|0000000000000|20090608|34736.84|0.00|1736.84|0.00|34736.84|34736.84|1736.84|0.00|0.00|01|01|00
PRO|AIS|มีนบุรี|BKK 032|0011|HT|101077||GSM|BKK|MACRO|20090219|20090219|1111007213|0000053160|กรุงเทพมหานคร|กรุงเทพมหานคร|00|00|0.00|0.00|15210.00|15210.00|15210.00|0.00|0.00||00000000|00|0000000015210|00|0000000000000|20090201|15210.00|0.00|0.00|0.00|15210.00|15210.00|0.00|0.00|0.00|01|01|00
PRO|AIS|กล้วยน้ำไท|BKK 036|0016|HT|101067||GSM|BKK|MACRO|20090421|20090421|1111005640|0000053160|กรุงเทพมหานคร||00|00|0.00|0.00|55110.00|55110.00|58010.53|0.00|0.00||00000000|09|0000000058011|00|0000000000000|20090401|58010.53|0.00|2900.53|0.00|58010.53|58010.53|2900.53|0.00|0.00|01|01|00
TRO|AIS|เทพารักษ์ 1|BKK 039|0003|RO|101179||GSM|BKK|MACRO|20080616|20110615|1111005583|0000053160|สมุทรปราการ||00|00|0.00|0.00|414000.00|11500.00|0.00|0.00|0.00||00000000|08|0000000011500|00|0000000000000|20080616|11500.00|0.00|575.00|0.00|103500.00|103500.00|310500.00|0.00|0.00|09|09|00
PRO|AIS|เทพารักษ์ 1|BKK 039|0004|RO|101179||GSM|BKK|MACRO|20090316|20110615|1111037917|0000053160|สมุทรปราการ||00|00|0.00|0.00|310500.00|11500.00|0.00|0.00|0.00||00000000|08|0000000011500|00|0000000000000|20080616|11500.00|0.00|575.00|0.00|241500.00|241500.00|69000.00|0.00|0.00|21|21|00
PRO|AIS|สะพานนวลฉวี|BKK 040|0007|HT|101140||GSM|BKK|MACRO|20090324|20090324|1111005584|0000053160|นนทบุรี||00|00|0.00|0.00|3375.00|3375.00|3552.63|0.00|0.00||00000000|08|0000000003553|00|0000000000000|20090301|3552.63|0.00|177.63|0.00|3552.63|3552.63|177.63|0.00|0.00|01|01|00
PRO|AIS|ตลาดรังสิต|BKK 041|0003|HT|101125||GSM|BKK|MACRO|20090624|20090624|1111005665|0000053160|ปทุมธานี||00|00|0.00|0.00|41745.00|41745.00|43942.11|0.00|0.00||00000000|09|0000000043942|00|0000000000000|20090624|43942.11|0.00|2197.11|0.00|43942.11|43942.11|2197.11|0.00|0.00|01|01|00
TRE|AIS|วงแหวนบางใหญ่|BKK 043|0001|RO|101205||GSM|BKK|MACRO|20050701|20080630|1111005563|0000053160|นนทบุรี||00|00|0.00|0.00|540000.00|15000.00|0.00|0.00|0.00||00000000|08|0000000015000|00|0000000000000|20050701|15000.00|0.00|750.00|0.00|540000.00|540000.00|0.00|0.00|0.00|36|36|00
PRO|AIS|ถนนสายไหม|BKK 050|0010|HT|101048||GSM|BKK|MACRO|20090313|20090313|1111005942|0000053160|กรุงเทพมหานคร|กรุงเทพมหานคร|00|00|0.00|0.00|31103.50|31103.50|31103.50|0.00|0.00||00000000|00|0000000031104|00|0000000000000|20090301|31103.50|0.00|0.00|0.00|31103.50|31103.50|0.00|0.00|0.00|01|01|00
PRO|AIS|ราชปรารภ|BKK 054|0002|RO|101128||GSM|BKK|MACRO|20081001|20110930|1111007201|0000053160|กรุงเทพมหานคร||00|00|0.00|0.00|1134000.00|31500.00|0.00|0.00|0.00||00000000|09|0000000031500|00|0000000000000|20081001|31500.00|0.00|1575.00|0.00|819000.00|819000.00|315000.00|0.00|0.00|23|23|00
PRO|AIS|ราชเทวี 1|BKK 057|0003|HT|101129||GSM|BKK|MACRO|20090402|20090402|1111006093|0000053160|กรุงเทพมหานคร||00|00|0.00|0.00|16000.00|16000.00|16000.00|0.00|0.00||00000000|09|0000000016000|00|0000000000000|20090401|16000.00|0.00|800.00|0.00|16000.00|16000.00|0.00|0.00|0.00|01|01|00
PRO|AIS|จอมทอง 1|BKK 058|0012|HT|101042||GSM|BKK|MACRO|20090608|20090608|1111006091|0000053160|กรุงเทพมหานคร||00|00|0.00|0.00|26565.00|26565.00|27963.16|0.00|0.00||00000000|08|0000000027963|00|0000000000000|20090608|27963.16|0.00|1398.16|0.00|27963.16|27963.16|1398.16|0.00|0.00|01|01|00
PRO|AIS|จอมทอง 1|BKK 058|0013|HT|101042||GSM|BKK|MACRO|20090608|20090608|1111006091|0000053160|กรุงเทพมหานคร||00|00|0.00|0.00|26565.00|26565.00|27963.16|0.00|0.00||00000000|08|0000000027963|00|0000000000000|20090608|27963.16|0.00|1398.16|0.00|27963.16|27963.16|1398.16|0.00|0.00|01|01|00
PRO|AIS|บางกอกใหญ่|BKK 060|0011|HT|101025||GSM|BKK|MACRO|20090608|20090608|1111006110|0000053160|กรุงเทพมหานคร||00|00|0.00|0.00|20991.43|20991.43|22096.24|0.00|0.00||00000000|08|0000000022096|00|0000000000000|20090608|22096.24|0.00|1104.81|0.00|22096.24|22096.24|1104.81|0.00|0.00|01|01|00
PRO|AIS|งามดูพลี|BKK 061|0009|HT|101083||GSM|BKK|MACRO|20090421|20090421|1111006139|0000053160|กรุงเทพมหานคร||00|00|0.00|0.00|38750.00|38750.00|38750.00|0.00|0.00||00000000|09|0000000038750|00|0000000000000|20090401|38750.00|0.00|1937.50|0.00|38750.00|38750.00|0.00|0.00|0.00|01|01|00
